researcher,title,authors,value of cited by,year
Sylvie Galichet,Performing approximate reasoning with words?,"D Dubois, L Foulloy, S Galichet, H Prade",34,1999
Sylvie Galichet,"Method for predicting a rotation fault in the rotor of a vacuum pump, and associated pumping device","N Becourt, F Martin, C Pariset, S Galichet, N Meger",33,2017
Sylvie Galichet,Fuzzy sensors for fuzzy control,"L Foulloy, S Galichet",32,1994
Sylvie Galichet,Fuzzy adaptive linearizing control for non-affine systems,"R Boukezzoula, S Galichet, L Foulloy",30,2003
Sylvie Galichet,Simultaneous learning of rules and linguistic terms,"Y Nakoula, S Galichet, L Foulloy",27,1996
Sylvie Galichet,Fuzzy logic control of a floating level in a refinery tank,"S Galichet, L Foulloy, M Chebre, JP Beauchene",27,1994
Sylvie Galichet,Observer-based fuzzy adaptive control for a class of nonlinear systems: Real-time implementation for a robot wrist,"R Boukezzoula, S Galichet, L Foulloy",25,2004
Sylvie Galichet,From fuzzy regression to gradual regression: Interval-based analysis and extensions,"R Boukezzoula, S Galichet, D Coquin",21,2018
Sylvie Galichet,Fuzzy equivalence of classical controllers,"S Gallichet, L Foulloy",21,1993
Sylvie Galichet,Identification of linguistic fuzzy models based on learning,"Y Nakoula, S Galichet, L Foulloy",20,1997
Sylvie Galichet,Fusion of D-InSAR and sub-pixel image correlation measurements for coseismic displacement field estimation: Application to the Kashmir earthquake (2005),"Y Yan, E Trouvé, V Pinel, G Mauris, E Pathier, S Galichet",19,2012
Sylvie Galichet,Model inversion using extended gradual interval arithmetic,"R Boukezzoula, L Foulloy, S Galichet",18,2011
Sylvie Galichet,Fuzzy supervision for continuous casting mold level control,"M Dussud, S Galichet, L Foulloy",18,2000
Sylvie Galichet,Gradual interval arithmetic and fuzzy interval arithmetic,"R Boukezzoula, L Foulloy, D Coquin, S Galichet",17,2021
Sylvie Galichet,A learning method for structure and parameter identification of fuzzy linguistic models,"Y Nakoula, S Galichet, L Foulloy",17,1997
Sylvie Galichet,Inverse Arithmetic Operators for Fuzzy Intervals.,"R Boukezzoula, S Galichet, L Foulloy",16,2007
Sylvie Galichet,Fuzzy sensor for the perception of colour,"E Benoit, L Foulloy, S Galichet, G Mauris",16,1994
Sylvie Galichet,Commande floue 2: de l'approximation à l'apprentissage,"L Foulloy, S Galichet, T André",15,2003
Sylvie Galichet,Fuzzy piecewise linear regression,"A Bisserier, S Galichet, R Boukezzoula",14,2008
Sylvie Galichet,Integrating expert knowledge into industrial control structures,"S Galichet, L Foulloy",14,2003
Sylvie Galichet,Fuzzy nonlinear adaptive internal model control (FNAIMC),"R Boukezzoula, S Galichet, L Foulloy",14,2001
Sylvie Galichet,Size reduction in fuzzy rulebases,"S Galichet, L Foulloy",13,1998
Sylvie Galichet,Learning of a Fuzzy Symbolic Rulebase,"Y Nakoula, S Galichet, L Foulloy",13,1995
Sylvie Galichet,Intelligent data analysis and model interpretation with spectral analysis fuzzy symbolic modeling,"AG Evsukoff, ACS Branco, S Galichet",12,2011
Sylvie Galichet,Optimistic arithmetic operators for fuzzy and gradual intervals-part II: fuzzy and gradual interval approach,"R Boukezzoula, S Galichet",11,2010
Sylvie Galichet,Commande Floue 1: de la stabilisation à la supervision,"L Foulloy, S Galichet, T André",11,2003
Sylvie Galichet,Fuzzy learning control of nonlinear systems using input-output linearization,"R Boukezzoula, S Galichet, L Foulloy",10,1998
Sylvie Galichet,Fuzzy control with non-precise inputs,"S Galichet, L Foulloy",10,1995
Sylvie Galichet,Fuzzy components for fuzzy control,"L Foulloy, S Galichet, JF Josserand",10,1994
Sylvie Galichet,Decision problem of instrumentation in a company involved in ISO 50001,"B Rizzon, V Clivillé, S Galichet, P Ochalek, E Ratajczak",8,2015
Sylvie Galichet,An Interval Approach for Fuzzy Linear Regression with Imprecise Data.,"A Bisserier, R Boukezzoula, S Galichet",8,2009
Sylvie Galichet,Fuzzy control for fuzzy interval systems part I: solving first order fuzzy equations,"R Boukezzoula, L Foulloy, S Galichet",8,2004
Sylvie Galichet,Contrôle flou: de l'interpolation numérique au codage de l'expertise,S Galichet,8,2001
Sylvie Galichet,Apprentissage de lois de commande floues pour des systèmes non linéaires (synthèse directe et indirecte),"R Boukezzoula, S Galichet, L Foulloy",8,1998
Sylvie Galichet,Fuzzy controllers representation,"L Foulloy, S Galichet",8,1993
Sylvie Galichet,Contrôleurs flous: Equivalences et études comparatives,"S Galichet, M Dussud, L Foulloy",8,1992
Sylvie Galichet,Categorizing classes of signals by means of fuzzy gradual rules,"S Galichet, D Dubois, H Prade",7,2003
Sylvie Galichet,Fuzzy logic control of continuous casting installations,"M Dussud, P Simonin, S Galichet, L Foulloy",7,1996
Sylvie Galichet,Fuzzy adaptive control for nonlinear systems. Real-time implementation for a robot wrist,"R Boukezzoula, S Galichet, L Foulloy",6,2001
Sylvie Galichet,Robust fuzzy control for a class of nonlinear systems using input-output linearization. Real-time implementation for a bot wrist,"R Boukezzoula, S Galichet, L Foulloy",6,2001
Sylvie Galichet,Assimilation of D-InSAR and sub-pixel image correlation displacement measurements for coseismic fault parameter estimation,"Y Yan, E Trouvé, A Bisserier, G Mauris, S Galichet, V Pinel, E Pathier",5,2010
Sylvie Galichet,Optimistic Fuzzy Weighted Average.,"S Galichet, R Boukezzoula",5,2009
Sylvie Galichet,Imprecise modelling using gradual rules and its application to the classification of time series,"S Galichet, D Dubois, H Prade",5,2003
Sylvie Galichet,Fuzzy interpolation and level 2 gradual rules,"S Galichet, D Dubois, H Prade",5,2003
Sylvie Galichet,Fuzzy robust control for discrete-time nonlinear systems using input-output linearization and H/sub/spl infin//optimization,"R Boukezzoula, S Galichet, L Foulloy",5,2001
Sylvie Galichet,Fuzzy nonlinear adaptive internal model control (FNAIMC) part II: Fuzzy model inversion,"R Boukezzoula, S Galichet, L Foulloy",5,1999
Sylvie Galichet,Fuzzy nonlinear adaptive internal model control (FNAIMC) part I: Fuzzy model identification,"R Boukezzoula, S Galichet, L Foulloy",5,1999
Sylvie Galichet,Fuzzy control of nonlinear systems using two standard techniques,"R Boukezzoula, S Galichet, L Foulloy",5,1999
Sylvie Galichet,Two different views of approximate reasoning,"D Dubois, L Foulloy, S Galichet, H Prade",5,1997
Sylvie Galichet,Rulebase structure identification or reduction in the framework of fuzzy learning,"S Galichet, D Passaquay, L Foulloy",5,1997
Sylvie Galichet,Fuzzy control with fuzzy state sensors,"L Foulloy, S Galichet, E Benoit",5,1994
Sylvie Galichet,Min and max operators for gradual intervals,"R Boukezzoula, S Galichet, L Foulloy",4,2018
Sylvie Galichet,Forecasting failures in a data stream context application to vacuum pumping system prognosis,"F Martin, N Méger, S Galichet, N Becourt",4,2012
Sylvie Galichet,Exact inversion of Takagi-Sugeno fuzzy models,"R Boukezzoula, S Galichet, L Foulloy",4,2001
Sylvie Galichet,Commande à modèle interne flou,"R Boukezzoula, S Galichet, L Foulloy",4,1997
Sylvie Galichet,Représentation des contrôleurs flous,"L Foulloy, S Galichet",4,1992
Sylvie Galichet,Uncertain data dependency constraints in matrix models,"C Gervet, S Galichet",3,2015
Sylvie Galichet,On combining regression analysis and constraint programming,"C Gervet, S Galichet",3,2014
Sylvie Galichet,Combination of sub-pixel image correlation and differential interferometry in measurement of the 2005 Kashmir earthquake displacement field,"Y Yan, V Pinel, E Trouvé, E Pathier, S Galichet, G Mauris, A Bisserier",3,2009
Sylvie Galichet,Etude expérimentale de la robustesse des techniques linéaire et quadratique de régression floue,"A Bisserier, F Megri, R Boukezzoula, S Galichet",3,2008
Sylvie Galichet,Une vision de la régression linéaire floue au travers de l'arithmétique des intervalles,"A Bisserier, S Galichet, R Boukezzoula",3,2007
Sylvie Galichet,Classification rules with premise expressed as the conjunction of implications,"L Darlea, S Galichet, L Valet",3,2005
Sylvie Galichet,Fuzzy control for fuzzy interval systems part II: Application to inverse model based control,"R Boukezzoula, L Foulloy, S Galichet",3,2004
Sylvie Galichet,Fuzzy input-output linearization of nonlinear systems,"R Boukezzoula, S Galichet, L Foulloy",3,1997
Sylvie Galichet,How to derive symbolic information from measurement,"S Galichet, L Foulloy",3,1993
Sylvie Galichet,Aide à la décision pour les entreprises industrielles inscrites dans une démarche de développement durable,B Rizzon,2,2016
Sylvie Galichet,Robustness threshold methodology for multicriteria based ranking using imprecise data,"B Rizzon, S Galichet, V Clivillé",2,2014
Sylvie Galichet,Fusion d'informations issues de la télédétection radar pour l'observation de déplacements dans la région de Manaus (Amazonie),"FLG Ramos, FP De Miranda, AG Evsukoff, E Trouvé, S Galichet",2,2012
Sylvie Galichet,Symbolic evaluation of a fusion system devoted to 3D image interpretation,"A Lamallem, L Valet, D Coquin, B de Lima, S Galichet",2,2011
Sylvie Galichet,Episode rule-based prognosis applied to complex vacuum pumping systems using vibratory data,"F Martin, N Méger, S Galichet, N Becourt",2,2010
Sylvie Galichet,Optimistic Arithmetic Operators for Fuzzy and Gradual Intervals-Part I: Interval Approach,"R Boukezzoula, S Galichet",2,2010
Sylvie Galichet,"Représentation, identification et propagation des incertitudes dans un contexte de régression linéaire","A Bisserier, R Boukezzoula, S Galichet",2,2009
Sylvie Galichet,Analyse et prétraitement d'un ensemble d'apprentissage dans le cadre d'un système coopératif de classification floue,"L Darlea, S Galichet, L Valet",2,2006
Sylvie Galichet,Fuzzy linearizing control approach for a class of nonlinear discrete-time systems and its equivalence with internal model control structure,"R Boukezzoula, S Galichet, L Foulloy",2,2002
Sylvie Galichet,Fuzzy and linear controllers,"L Foulloy, S Galichet",2,1998
Sylvie Galichet,State Feedback Fuzzy Controllers,"S Galichet, L Foulloy",2,1994
Sylvie Galichet,Fuzzy sensors and controllers,"L Foulloy, S Galichet",2,1993
Sylvie Galichet,Parametric rectified power sigmoid units: Learning nonlinear neural transfer analytical forms,"AM Atto, S Galichet, D Pastor, N Méger",1,2021
Sylvie Galichet,Aide à la décision multicritère dans un système de management de l’énergie,"B Rizzon, S Galichet, V Clivillé",1,2016
Sylvie Galichet,Sur les systèmes flous de type 2 en contrôle!,"R Boukezzoula, S Galichet, L Foulloy",1,2016
Sylvie Galichet,El MUNDO: Embedding Measurement Uncertainty in Decision Making and Optimization,"C Gervet, S Galichet",1,2015
Sylvie Galichet,Aide à la décision robuste dans une démarche de développement durable,"B Rizzon, V Clivillé, S Galichet",1,2014
Sylvie Galichet,Besoins pour l'aide à la décision pour les entreprises inscrites dans des démarches de développement durable,"B Rizzon, V Clivillé, S Galichet",1,2013
Sylvie Galichet,"Systèmes flous imprécis: règles, arithmétique,...?",S Galichet,1,2010
Sylvie Galichet,Combining climate temperature models through fuzzy interval regression: application to the La Plata Basin,"LRL Tozzi, AG Evsukoff, A Bisserier, R Boukezzoula, S Galichet",1,2010
Sylvie Galichet,Combination of differential interferometry and sub-pixel image correlation in measurement of the 2005 Kashmir Earthquake displacement field,"Y Yan, V Pinel, E Trouvé, E Pathier, S Galichet, G Mauris, A Bisserier",1,2010
Sylvie Galichet,Data-driven prognosis applied to complex vacuum pumping systems,"F Martin, N Meger, S Galichet, N Becourt",1,2010
Sylvie Galichet,Learning fuzzy rule based classifier in high performance computing environment,"VF Vieira, AG Evsukoff, B de Lima, S Galichet",1,2009
Sylvie Galichet,"Words or numbers, Mamdani or Sugeno fuzzy systems: a comparative study","S Galichet, R Boukezzoula, L Foulloy",1,2008
Sylvie Galichet,Régulation de niveau pour le remplissage automatique de moules en fonderie,"M Biardeau, R Boukezzoula, S Galichet",1,2006
Sylvie Galichet,Hybrid dynamic model and simulation of a mould pouring machine,"M Biardeau, C Debray, M Dussud, R Boukezzoula, S Galichet",1,2006
Sylvie Galichet,Adaptive control for a class of discrete-time nonlinear systems: application of indirect fuzzy control,"R Boukezzoula, S Galichet, L Foulloy",1,2002
Sylvie Galichet,Predicting the gear ratio changing time by a fuzzy linguistic approach-an application to truck driving,"G Mauris, S Galichet, E Dayre",1,2002
Sylvie Galichet,Incremental fuzzy modeling,"A Evsukoff, ACS Branco, S Galichet",1,2001
Sylvie Galichet,A fuzzy linguistic model for ambulatory systolic blood pressure variation prediction,"S Galichet, S Charbonnier, G Manris, JP Siche",1,2000
Sylvie Galichet,Design and implementation of a fuzzy-logic controller for brass casting control,"M Dussud, S Galichet, L Foulloy",1,1996
Sylvie Galichet,Fuzzy Cells network for Fuzzy Control with a Fuzzy State Senso,"JF Josserand, S Galichet, E Benoit, L Foulloy",1,1995
Sylvie Galichet,Representation of Mamdani’s Controllers,"L Foulloy, S Galichet",1,1995
Sylvie Galichet,Invited Paper Fuzzy Sensors And Controllers,"L Foulloy, S Galichet",,2025
Sylvie Galichet,Contribution of Artificial Intelligence models for the management of rockfall risks,"MA Chanut, C Lévy, L Meignan, M Gasc-Barbier, S Galichet, A Atto, ...",,2021
Sylvie Galichet,Parametric Rectified Power Sigmoid Units: Learning Nonlinear Neural Transfer Analytical Forms,"A Mahamane Atto, S Galichet, D Pastor, N Méger",,2021
Sylvie Galichet,Opérateurs Min et Max pour intervalles graduels,"R Boukezzoula, S Galichet, L Foulloy",,2018
Sylvie Galichet,2017 IEEE International Conference on Computational Intelligence and Virtual Environments for Measurement Systems and Applications (CIVEMSA) Conference Proceeding,"S Galichet, E Benoit",,2017
Sylvie Galichet,"De la régression floue conventionnelle à la régression graduelle: Analyse, réflexion et perspectives. Partie 2: vision graduelle","R Boukezzoula, S Galichet, L Foulloy",,2017
Sylvie Galichet,"Système d’aide à la reconnaissance d’espèces d’arbres à partir d’une base de connaissance incomplète, partielle et conflictuelle","RB Ameur, L Valet, D Coquin, S Galichet",,2016
Sylvie Galichet,Modèles de régression: Comparaison des approches statistique et ensembliste,"S Galichet, R Boukezzoula",,2016
Sylvie Galichet,Projet ReVeS: Reconnaissance de Végétaux pour de interfaces Smartphones,"L Tougne, G Cerutti, A Vacavant, J Mille, V Antoine, S Bres, R Cartal, ...",,2012
Sylvie Galichet,Régression floue pour l'approximation d'intervalles graduels,"R Boukezzoula, M Elmasry, S Galichet, L Foulloy",,2012
Sylvie Galichet,FLM-rule-based prognosis,"F Martin, N Méger, S Galichet, N Bécourt",,2011
Sylvie Galichet,"Ajuste fiscal, competitividade e a CMF",M Cintra,,2011
Sylvie Galichet,Assimilation des mesures de déplacement issues de la corrélation d'amplitude et de l'interférométrie différentielle (D-InSAR) pour l'estimation des paramètres de failles co …,"Y Yan, E Trouvé, V Pinel, E Pathier, G Mauris, S Galichet",,2010
Sylvie Galichet,Classification supervisée de données à l'aide de règles implicatives,"L Darlea, L Valet, S Galichet, C Croitoru",,2010
Sylvie Galichet,Opérateurs arithmétiques inverses pour intervalles graduels étendus,"R Boukezzoula, L Foulloy, S Galichet",,2010
Sylvie Galichet,Learning gradual rules to model convex polygon-shaped classes,"L Darlea, S Galichet, L Valet, G Vasile, E Trouvé",,2010
Sylvie Galichet,Combinaison de l'interférométrie différentielle et la corrélation d'amplitude SAR pour la mesure de champs de déplacement: Application au séisme du Pakistan (2005),"Y Yan, V Pinel, E Trouvé, G Mauris, E Pathier, S Galichet",,2010
Sylvie Galichet,France Chapter Report,"B Bouchon-Meunier, S Galichet, A Revault",,2009
Sylvie Galichet,Family Corner,"B Bouchon-Meunier, S Galichet, AR d'Allonnes",,2009
Sylvie Galichet,"Introduction to fuzzy systems, Guanrong Chen, Trung Tat Pham, Chapman & Hall/CRC, Applied Mathematics and Nonlinear Science Series, Taylor & Francis Group, ISBN 1-58488-531-9 …","S Galichet, R Boukezzoula",,2008
Sylvie Galichet,Mould Pouring Control based on Absorption Capacity Identification,"M Biardeau, R Boukezzoula, S Galichet",,2007
Sylvie Galichet,Interactive learning of implicative fuzzy rules applied to the classification of POLSAR features in the context of Alpine glaciers,"G Vasile, L Darlea, S Galichet, L Valet, E Trouvé, I Petillot, M Gay",,2007
Sylvie Galichet,"New Approaches to Fuzzy Modeling and Control—Design and Analysis, in: Series in Machine Perception and Artificial Intelligence, vol. 38, M. Margaliot, G. Langholz (Eds …","S Galichet, R Boukezzoula",,2005
Sylvie Galichet,Available online at www. sciencedirect. com,"S Agarwal, LE Pape, N Kilicay-Ergin, CH Dagli, FR Burton, RF Paige, ...",,2005
Sylvie Galichet,Available online at www. sciencedirect. com,"J Adamy, S Asahina, S Barro, CR Bector, S Chandra, V Vijay, LR Benitez, ...",,2004
Sylvie Galichet,Commande floue et commande à base d'intervalles,"R Boukezzoula, L Foulloy, S Galichet",,2004
Sylvie Galichet,Règles de classification avec conjonction d'implications en prémisse,"L Darlea, S Galichet, L Valet",,2004
Sylvie Galichet,Special issue on integration of methods and hybrid systems,B Gabrys,,2004
Sylvie Galichet,Représentation hiérarchique d’une connaissance experte à l’aide de systèmes flous symboliques,"S Galichet, G Mauris, E Dayre",,2003
Sylvie Galichet,Spécification imprécise de fonctions mal connues à l'aide de règles graduelles,"S Galichet, D Dubois, H Prade",,2002
Sylvie Galichet,Imprecise specification of ill-known functions using gradual rules (2002),"S Galichet, D Dubois, H Prade",,2002
Sylvie Galichet,Model-based or Heuristic-based Fuzzy Logic Controllers? Foundations and Examples,"L Foulloy, S Galichet, R Boukezzoula",,2001
Sylvie Galichet,Fuzzy supervision for temperature control in a thermal power station; Supervision floue d'une chaine de regulation de temperature dans une centrale thermoelectrique,"AM Miklos, D Popescu, S Galichet, L Foulloy",,2000
Sylvie Galichet,Fuzzy supervision for temperature control in a steam-electric power plant,"AM Miklos, S Galichet, L Foulloy, D Popescu",,2000
Sylvie Galichet,Supervision floue d’une chaîne de régulation de température dans une central thermoélectrique,"AM Miklos, S Galichet, L Foulloy, S Gentil",,2000
Sylvie Galichet,Another Formulation of the Semantics of Fuzzy Rules,"L Foulloy, S Galichet",,1999
Sylvie Galichet,Raisonnement approché syntaxique,"D Dubois, L Foulloy, S Galichet, H Prade",,1998
Sylvie Galichet,Fuzzy Processing for Electrical Machines,"L Foulloy, S Galichet, C Combastel, S Gentil",,1997
Sylvie Galichet,Implementation of Fuzzy Controllers with Fuzzy Components,"JF Josserand, S Galichet, L Foulloy",,1996
Sylvie Galichet,Evaluation des performances de contrôleurs flous à partir d'un benchmark,"L Foulloy, S Galichet",,1996
Sylvie Galichet,Evaluation of fuzzy controller performances based on a benchmark,"L Foulloy, S Galichet",,1996
Sylvie Galichet,Modélisation symbolique floue par jeu de règles pondérées,"Y Nakoula, S Galichet, L Foulloy",,1995
Sylvie Galichet,Parametric Rectified Power Sigmoid Units,"AM ATTO, S GALICHET, D PASTOR, N MEGER",,
Sylvie Galichet,Combination of sub-pixel image correlation and differential interferometry in measurement of the 2005 Kashmir earthquake...,"Y Yan, E Trouvé, E Pathier, S Galichet",,
Sylvie Galichet,Forecasting Failures in a Data Stream Context,"F Martin, N Méger, S Galichet, N Bécourt",,
Sylvie Galichet,Fusion de mesures de déplacements issues d’imagerie SAR,"Y Yan, G Mauris, E Trouvé, V Pinel, S Galichet",,
