researcher,title,authors,value of cited by,year
Guillaume Ginolhac,Multivariate linear time-frequency modeling and adaptive robust target detection in highly textured monovariate sar image,"JP Ovarlez, G Ginolhac, AM Atto",7,2017
Guillaume Ginolhac,Approximate distribution of the low-rank adaptive normalized matched filter test statistic under the null hypothesis,"G Ginolhac, P Forster",7,2016
Guillaume Ginolhac,Performance analysis of a robust low-rank STAP filter in low-rank Gaussian clutter,"G Ginolhac, P Forster",7,2010
Guillaume Ginolhac,SAR processor based on a CFAR signal or interference subspace detector matched to man made target detection in a forest,"R Durand, G Ginolhac, L Thirion, P Forster",7,2007
Guillaume Ginolhac,Through the Wall Radar Imaging via Kronecker-structured Huber-type RPCA,"H Brehier, A Breloy, C Ren, G Ginolhac",6,2024
Guillaume Ginolhac,Riemannian optimization for non-centered mixture of scaled Gaussian distributions,"A Collas, A Breloy, C Ren, G Ginolhac, JP Ovarlez",6,2023
Guillaume Ginolhac,New robust sparse convolutional coding inversion algorithm for ground penetrating radar images,"M Gallet, A Mian, G Ginolhac, E Ollila, N Stelzenmuller",6,2023
Guillaume Ginolhac,Classification of GPR signals via covariance pooling on CNN features within a riemannian framework,"M Gallet, A Mian, G Ginolhac, N Stelzenmuller",6,2022
Guillaume Ginolhac,Robust geometric metric learning,"A Collas, A Breloy, G Ginolhac, C Ren, JP Ovarlez",5,2022
Guillaume Ginolhac,On the use of geodesic triangles between gaussian distributions for classification problems,"A Collas, F Bouchard, G Ginolhac, A Breloy, C Ren, JP Ovarlez",5,2022
Guillaume Ginolhac,A Tyler-type estimator of location and scatter leveraging Riemannian optimization,"A Collas, F Bouchard, A Breloy, C Ren, G Ginolhac, JP Ovarlez",5,2021
Guillaume Ginolhac,Theoretical performance of low rank adaptive filters in the large dimensional regime,"A Combernoux, F Pascal, G Ginolhac, M Lesturgie",5,2019
Guillaume Ginolhac,An overview of covariance-based change detection methodologies in multivariate SAR image time series,"A Mian, G Ginolhac, JP Ovarlez, A Breloy, F Pascal, AM Atto, F Bovolo, ...",4,2021
Guillaume Ginolhac,CFAR property and robustness of the lowrank adaptive normalized matched filters detectors in low rank compound gaussian context,"A Breloy, G Ginolhac, F Pascal, P Forster",4,2014
Guillaume Ginolhac,Developpement de filtres stap tensoriels appliques à des donnees multidimensionnelles,"M Boizard, G Ginolhac, F Pascal, P Forster",4,2011
Guillaume Ginolhac,"STAP à Rand Réduit, Robuste et Persymétrique","G Ginolhac, P Forster, JP Ovarlez, F Pascal",4,2011
Guillaume Ginolhac,Narrowband multistatic ISAR imagery system,"G Ginolhac, F Daout, F Schmitt",4,2005
Guillaume Ginolhac,Passive bistatic radar imagery of targets modelled by NEC,"F Daout, G Ginolhac, F Schmitt, M Lesturgie",4,2004
Guillaume Ginolhac,The Fisher–Rao Geometry of CES Distributions,"F Bouchard, A Breloy, A Collas, A Renaux, G Ginolhac",3,2024
Guillaume Ginolhac,Through-The-Wall Radar Imaging With Wall Clutter Removal Via Riemannian Optimization On The Fixed-Rank Manifold,"H Brehier, A Breloy, C Ren, G Ginolhac",3,2024
Guillaume Ginolhac,On-line Kronecker Product Structured Covariance Estimation with Riemannian geometry for t-distributed data,"F Bouchard, A Breloy, A Mian, G Ginolhac",3,2021
Guillaume Ginolhac,Riemannian framework for robust covariance matrix estimation in spiked models,"F Bouchard, A Breloy, G Ginolhac, F Pascal",3,2020
Guillaume Ginolhac,Multidimensional Low-Rank Filter based on the AU-HOSVD for MIMO STAP,"M Boizard, F Brigui, G Ginolhac, F Pascal, P Forster, HB Sun",3,2013
Guillaume Ginolhac,Oblique polarimetric SAR processor based on signal and interference subspace models,"F Brigui, L Thiron-Lefevre, G Ginolhac, P Forster",3,2010
Guillaume Ginolhac,New SAR processor based on a Subspace Detector,"R Durand, G Ginolhac, P Forster, L Thirion",3,2006
Guillaume Ginolhac,Man Made Target Detection in a Forest with a Subspace Detector SAR Processor,"R Durand, L Thirion, G Ginolhac, P Forster",3,2006
Guillaume Ginolhac,Nouvel algorithme d'inversion robuste pour le RADAR GPR,"M Gallet, A Mian, G Ginolhac, N Stelzenmuller",2,2022
Guillaume Ginolhac,Apprentissage robuste de distance par géométrie riemannienne,"A Collas, A Breloy, G Ginolhac, C Ren, JP Ovarlez",2,2022
Guillaume Ginolhac,MIMO filters based on robust rank-constrained Kronecker covariance matrix estimation,"A Breloy, G Ginolhac, Y Gao, F Pascal",2,2021
Guillaume Ginolhac,An improved low rank detector in the high dimensional regime,"P Vallet, G Ginolhac, F Pascal, P Forster",2,2019
Guillaume Ginolhac,Detection of Swerling III-IV rank-one signals in Gaussian noise with unknown statistics,"E Chaumette, F Vincent, G Ginolhac",2,2018
Guillaume Ginolhac,A subspace approach for shrinkage parameter selection in undersampled configuration for Regularised Tyler Estimators,"Q Hoarau, A Breloy, G Ginolhac, AM Atto, JM Nicolas",2,2017
Guillaume Ginolhac,Convergence of structured quadratic forms with application to theoretical performances of adaptive filters in low rank Gaussian context,"A Combernoux, F Pascal, G Ginolhac, M Lesturgie",2,2015
Guillaume Ginolhac,Detection of a target hidden in a forest: Performance of a SAR processor based on a subspace detector,"R Durand, G Ginolhac, P Forster, L Thirion",2,2006
Guillaume Ginolhac,Computation of bistatic ser with nec2 in a context of passive isar system,"F Daout, F Schmitt, G Ginolhac, P Forster",2,2005
Guillaume Ginolhac,Utilisation de la diversité temporelle pour la détection en présence de réverbération,"G GINOLHAC, G JOURDAIN",2,2001
Guillaume Ginolhac,Quelques résultats concernant la méthode «Principal Component Inverse» pour la détection en présence de réverbération,"G GINOLHAC, G JOURDAIN",2,1999
Guillaume Ginolhac,Technical note on clutter subspace projector MLE computation: Algorithm analysis,"A Breloy, G Ginolhac, F Pascal, P Forster",2,1997
Guillaume Ginolhac,Online change detection in SAR time-series with Kronecker product structured scaled Gaussian models,"A Mian, G Ginolhac, F Bouchard, A Breloy",1,2024
Guillaume Ginolhac,Deep unrolling of Robust PCA and Convolutional Sparse Coding for stationary target localization in through wall radar imaging,"H Brehier, A Breloy, C Ren, G Ginolhac",1,2024
Guillaume Ginolhac,Robust Detection for Mills Cross Sonar,"O Lerda, A Mian, G Ginolhac, JP Ovarlez, D Charlot",1,2024
Guillaume Ginolhac,Random matrix theory improved Fr\'echet mean of symmetric positive definite matrices,"F Bouchard, A Mian, M Tiomoko, G Ginolhac, F Pascal",1,2024
Guillaume Ginolhac,A New Statistic for Testing Covariance Equality in High-Dimensional Gaussian Low-Rank Models,"R Beisson, P Vallet, A Giremus, G Ginolhac",1,2024
Guillaume Ginolhac,Atténuation robuste du fouillis mural en imagerie radar à travers murs par optimisation riemannienne,"H Brehier, A Breloy, C Ren, G Ginolhac",1,2023
Guillaume Ginolhac,Détection de changements dans les modèles gaussiens de rang 1,"R Beisson, P Vallet, A Giremus, G Ginolhac",1,2022
Guillaume Ginolhac,Robust PCA pour l'imagerie Radar à travers les murs,"H Brehier, A Breloy, C Ren, I Hinostroza, G Ginolhac",1,2022
Guillaume Ginolhac,Change detection in the covariance structure of high-dimensional Gaussian low-rank models,"R Beisson, P Vallet, A Giremus, G Ginolhac",1,2021
Guillaume Ginolhac,A Riemannian approach to blind separation of t-distributed sources,"F Bouchard, A Breloy, G Ginolhac, A Renaux",1,2021
Guillaume Ginolhac,Robust low-rank change detection for SAR image time series,"A Mian, A Breloy, G Ginolhac, JP Ovarlez",1,2019
Guillaume Ginolhac,Robust detection and estimation of Change-Points in a time series of multivariate images,"A Mian, JP Ovarlez, G Ginolhac, A Atto",1,2018
Guillaume Ginolhac,Borne de Cramér-Rao intrinsèque pour la matrice de covariance des distributions elliptiques complexes,"A Breloy, A Renaux, G Ginolhac, F Bouchard",1,2017
Guillaume Ginolhac,Filtres adaptatifs rang faible: analyse de performances en grandes dimensions,"A Combernoux, F Pascal, G Ginolhac, M Lesturgie",1,2015
Guillaume Ginolhac,Numerical performances of low rank stap based on different heterogeneous clutter subspace estimators,"A Breloy, G Ginolhac, F Pascal, P Forster",1,2014
Guillaume Ginolhac,Théorie des matrices aléatoires appliquée à la détection STAP rang faible,"A Combernoux, F Pascal, G Ginolhac, M Lesturgie",1,2013
Guillaume Ginolhac,"Une nouvelle décomposition tensorielle orthogonale, l'Alternative Unfolding HOSVD. Application au STAP Polarimétrique","M Boizard, G Ginolhac, F Pascal, P Forster",1,2013
Guillaume Ginolhac,Estimation par Maximum de Vraisemblance du sous espace clutter dans un bruit hétérogène rang faible avec application au STAP,"A Breloy, L Le Magoarou, G Ginolhac, F Pascal, P Forster",1,2013
Guillaume Ginolhac,Generalized rectification in the L1-norm with application to robust array processing,"A Combernoux, G Ginolhac, P Forster",1,2011
Guillaume Ginolhac,Contribution of the polarimetric information in order to discriminate target from interference subspaces. Application to FoPen detection with SAR processing,"F Brigui, L Thirion-Lefevre, G Ginolhac, P Forster",1,2011
Guillaume Ginolhac,Orthogonal polarimetric SAR processor based on signal and interference subspace models,"F Brigui, L Thiron-Lefevre, G Ginolhac, P Forster",1,2010
Guillaume Ginolhac,A procedure for efficient estimation of multiple parameters in some nonlinear cases,"G Ginolhac, P Forster",1,2009
Guillaume Ginolhac,Implemetation and optimization of a SAR processor based on a subspace detector. Application to Man Made Target detection in a forest.,"R Durand, L Thirion, G Ginolhac, P Forster",1,2006
Guillaume Ginolhac,Computation of bistatic RCS with NEC2 in a context of passive ISAR system,"F Daout, F Schmitt, G Ginolhac",1,2005
Guillaume Ginolhac,False alarm reduction for the buried mine detection,"G Ginolhac, P Gounon, S Ioan, A Hetet",1,2003
Guillaume Ginolhac,Intrinsic Bayesian Cramér-Rao Bound with an Application to Covariance Matrix Estimation,"F Bouchard, A Renaux, G Ginolhac, A Breloy",,2024
Guillaume Ginolhac,Classification of Buried Objects from Ground Penetrating Radar Images by using Second Order Deep Learning Models,"D Jafuno, A Mian, G Ginolhac, N Stelzenmuller",,2024
Guillaume Ginolhac,Buried Object Classification from GPR Data by using Second Order Deep Learning Models,"D Jafuno, A Mian, G Ginolhac, N Stelzenmuller",,2024
Guillaume Ginolhac,Sequential Phase Linking: Progressive Integration of SAR Images for Operational Phase Estimation,"D El Hajjar, Y Yan, G Ginolhac, MN El Korso",,2024
Guillaume Ginolhac,Covariance Fitting Interferometric Phase Linking: Modular Framework and Optimization Algorithms,"PVH Vu, A Breloy, F Brigui, Y Yan, G Ginolhac",,2024
Guillaume Ginolhac,Natural Bayesian Cram\'er-Rao Bound with an Application to Covariance Estimation,"F Bouchard, A Renaux, G Ginolhac, A Breloy",,2023
Guillaume Ginolhac,InSAR Phase Linking for non-Gaussian data,"PVH VU, A Breloy, F Brigui, Y Yan, G Ginolhac",,2023
Guillaume Ginolhac,Détection de changements dans les modèles gaussiens de rang K appliquée à l'imagerie SAR,"R Beisson, G Ginolhac, P Vallet, A Giremus",,2023
Guillaume Ginolhac,Détecteur de Rao robuste pour un sonar à croix de Mills,"O Lerda, A Mian, G Ginolhac, JP Ovarlez",,2023
Guillaume Ginolhac,Classification d'objets enfouis par un modèle du second d'ordre en utilisant des données GPR,"D Jafuno, A Mian, G Ginolhac, N Stelzenmuller",,2023
Guillaume Ginolhac,Covariance fitting based InSAR Phase Linking,"PVH Vu, A Breloy, F Brigui, Y Yan, G Ginolhac",,2023
Guillaume Ginolhac,Nouvel Algorithme d'estimation de phases pour InSAR multi-temporelle basé sur le maximum de vraisemblance,"PVH Vu, F Brigui, A Breloy, Y Yan, G Ginolhac",,2022
Guillaume Ginolhac,Fractional Field Image Time Series Modeling and Application to Cyclone Tracking,"AM Atto, A Pinheiro, G Ginolhac, P Morettin",,2021
Guillaume Ginolhac,On Change Detection for Polsar Image Time Series: A New Clustering Approach,"V Roizman, G Ginolhac, M Jonckheere, F Pascal",,2021
Guillaume Ginolhac,Robust Mean and Covariance Matrix Estimation Under Heterogeneous Mixed-Effects Model,"A Hippert-Ferrer, MN El Korso, A Breloy, G Ginolhac",,2021
Guillaume Ginolhac,Robust Clustering for Satellite Images Time-Series,"A Collas, JP Ovarlez, G Ginolhac, C Ren, A Breloy",,2020
Guillaume Ginolhac,Performance Analysis of a Low-Rank Detector Under Training Data Contamination,"P Vallet, G Ginolhac, F Pascal, P Forster",,2019
Guillaume Ginolhac,Détection de Changement Robuste en Rang Faible pour les Séries Temporelles d'Images SAR,"A Mian, A Breloy, G Ginolhac, JP Ovarlez",,2019
Guillaume Ginolhac,Bornes de Cramér-Rao Intrinsèques pour l'estimation de la matrice de dispersion normalisée dans les distributions elliptiques,"F Bouchard, A Breloy, A Renaux, G Ginolhac",,2019
Guillaume Ginolhac,Designing SAR images change-point estimation strategies using an MSE lower bound,"A Mian, L Bacharach, G Ginolhac, A Renaux, MN El Korso, JP Ovarlez",,2019
Guillaume Ginolhac,Intrinsic Cramér-Rao Bounds for Scatter and Shape Matrices Estimation in Complex Elliptically Symmetric Distributions,"A Breloy, G Ginolhac, A Renaux, F Bouchard",,2018
Guillaume Ginolhac,Robust Covariance and Subspace Learning: Dealing with Small Sample Support,"A Breloy, F Pascal, G Ginolhac",,2018
Guillaume Ginolhac,Estimateur de Tyler régularisé dans le cas sous-déterminé. Application à la détection d'objets enfouis,"Q Hoarau, A Breloy, G Ginolhac, A Atto, JM Nicolas",,2017
Guillaume Ginolhac,Détection de changement sur images SAR monovariées par analyse temps-fréquence linéaire,"A Mian, JP Ovarlez, G Ginolhac, A Atto",,2017
Guillaume Ginolhac,Estimation Robuste de la Matrice de Covariance en contexte Hétérogène Rang Faible,"A Breloy, G Ginolhac, F Pascal, P Forster",,2015
Guillaume Ginolhac,Sensor Array and Multichannel Processing-Derivation of the Bias of the Normalized Sample Covariance Matrix in a Heterogeneous Noise With Application to Low Rank STAP Filter,"G Ginolhac, P Forster, F Pascal, JP Ovarlez",,2012
Guillaume Ginolhac,Analyse des performances d’algorithmes d’imagerie SAR basés sur des modèles à sous-espace.,"F Brigui, G Ginolhac, L Thirion-Lefèvre, P Forster",,2011
Guillaume Ginolhac,Performances of polarimetric subspace SAR processors for target detection and interference rejection,"F Brigui, G Ginolhac, L Thirion-Lefevre, P Forster",,2011
Guillaume Ginolhac,Détection: application au domainde du RADAR,G Ginolhac,,2011
Guillaume Ginolhac,Persymmetric and robust low-rank STAP filter,"G Ginolhac, P Forster, JP Ovarlez, F Pascal",,2011
Guillaume Ginolhac,STAP processing and SIRV modeling: robustness and persymmetty,"JP Ovarlez, F Pascal, P Forster, G Ginolhac, M Mahot",,2011
Guillaume Ginolhac,Performances of subspace SAR processors for target detection and interference rejection,"F Brigui, G Ginolhac, L Thirion-Lefèvre, P Forster",,2010
Guillaume Ginolhac,"Research Article Multifrequency and Multistatic Inverse Synthetic Aperture Radar, with Application to FM Passive Radar","G Ginolhac, F Schmitt, F Daout, P Forster",,2010
Guillaume Ginolhac,New polarimetric SAR processors based on signal and interference subspace models,"F Brigui, L Thirion-Lefèvre, G Ginolhac, P Forster",,2009
Guillaume Ginolhac,New Polarimetric signal and interference subspace detectors for SAR processors,"F Brigui, L Thirion-Lefevre, G Ginolhac, P Forster",,2009
Guillaume Ginolhac,Processeurs SAR basés sur des détecteurs à sous-espaces,"F Brigui, L Thirion-Lefevre, G Ginolhac, P Forster",,2009
Guillaume Ginolhac,Détection de cibles cachées sous couvert forestier au moyen d'un processeur SAR basé sur un détecteur de sous-espaces,"R Durand, L Thirion-Lefevre, G Ginolhac, P Forster",,2007
Guillaume Ginolhac,Narrowband Multistatic Imagery,"G Ginolhac, F Schmitt, F Daout, P Forster",,2006
Guillaume Ginolhac,Man Made Target Detection in a Forest with a Subspace SAR Processor,"R Durand, L Thirion, G Ginolhac, P Forster",,2006
Guillaume Ginolhac,Algorithme de Synthese d’Ouverture Basé sur un Détecteura Sous Espace,"R DURAND, G Ginolhac, P Forster, L THIRION, M LESTURGIE",,2005
Guillaume Ginolhac,Imagerie d’objets mobiles à l’aide d’un radar bande étroite multistatique,"G Ginolhac, F Daout, F Schmitt",,2005
Guillaume Ginolhac,Une procédure générale d’estimation efficace de paramètres multiples avec application en localisation,"P Forster, G Ginolhac",,2005
Guillaume Ginolhac,Application de l'algorithme Principal Component Inverse 3D pour la détection de mines enfouies,"G Ginolhac, P Gounon, A Hetet",,2003
Guillaume Ginolhac,Utilisation de modèles de réverbération pour améliorer la détection en acoustique sous-marine,G Ginolhac,,2001
Guillaume Ginolhac,Comparison between different inversion methods for ocean acoustic tomography (comparison on experimental data),"P Pignot, B Faure, G Ginolhac",,1998
Guillaume Ginolhac,Modèle d’interaction et performances du traitement du signal multimodal Interaction model and performance of multimodal signal processing,"G GINOLHAC, P Annecy-Chambéry, PI FIJALKOW, JF BERCHER, ...",,
Guillaume Ginolhac,Traitement STAP et Modélisation SIRV: Robustesse et Persymétrie Traitement STAP et Modélisation SIRV: Robustesse et Persymétrie,"JP Ovarlez, F Pascal, P Forster, G Ginolhac, M Mahot",,
Guillaume Ginolhac,ctorat,"L Ferro-Famil, G Ginolhac, JP Ovarlez, C Adnet, O Rabaste",,
Guillaume Ginolhac,Bornes de Cramér-Rao intrinsèques et matrices de covariance,"F Bouchard, A Breloy, G Ginolhac, A Renaux",,
Guillaume Ginolhac,HAL Id: hal-04234464,"O Lerda, A Mian, G Ginolhac, JP Ovarlez",,
Guillaume Ginolhac,EUSIPCO 2013 1569746601,"A Combernoux, F Pascal, G Ginolhac, M Lesturgie",,
Guillaume Ginolhac,"STAP à Rang Réduit, Robust et Persymétrique STAP à Rang Réduit, Robust et Persymétrique","G Ginolhac, P Forster, JP Ovarlez, F Pascal",,
Guillaume Ginolhac,"Signal-Adapted Tight Frames on Graphs....................... H. Behjat, U. Richter, D. Van De Ville, and L. Sörnmo 6017 Optimization Methods for Signal Processing Weighted ADMM …","G Gassier, G Chabriel, J Barrere, F Briolle, C Jauffret, A Breloy, ...",,
Guillaume Ginolhac,Nouvelles techniques d’imagerie pour le Radar à Synthèse d’Ouverture,"F Brigui, R Durand, G Ginolhac, L Thirion-Lefevre, P Forster",,
Guillaume Ginolhac,Imagerie radar multicapteur,"F Daout, F Schmitt, G Ginolhac, P Fargette",,
Guillaume Ginolhac,Cross HOSVD and covariance approach,"M Boizard, G Ginolhac, F Pascal, P Forster",,
Guillaume Ginolhac,Fusion algorithms for detection in presence of reverberation,"G Ginolhac, J Chanussot, C Pichat",,
Guillaume Ginolhac,Imagerie radar multistatique utilisant des émetteurs d’opportunité GPS,"F Maussang, F Daout, G Ginolhac, F Schmitt",,
