researcher,title,authors,value of cited by,year
Patrick Lambert,Apport des études de synténie: comparaison des génomes chez les rosacées fruitières,"E Dirlewanger, A Moing, C Etienne, P Cosson, C Poizat, ...",,2002.0
Patrick Lambert,Color image processing control using fuzzy performance indicators,"N Bouloudani, P Lambert, G Mauris",,2002.0
Patrick Lambert,Synteny among Prunus genomes,"E Dirlewanger, P Cosson, A Moing, C Poizat, MJ Aranzana, MT Dettori, ...",,2002.0
Patrick Lambert,Construction de deux cartes génétiques de l'abricotier (Prunus armeniaca) basées sur l'utilisation de la synténie et des cartes génétiques développées chez les autres espèces …,"P Lambert, LS Hagen, JM Audergon",,2002.0
Patrick Lambert,LITEAU program in Gironde estuary (France): role of dynamics in water masses and thin sediments for chemical and biological transfer,"P Castaing, A Sottolichio, P Elie, M Girardin, P Gonthier, P Lambert, ...",,2002.0
Patrick Lambert,Programme LITEAU: Gironde: rôle de la dynamique des masses d'eau et des sédiments fins dans les transferts chimiques et biologiques dans l'estuaire,"P Castaing, A Sottolichio, P Elie, M Girardin, P Gonthier, P Lambert, ...",,2002.0
Patrick Lambert,OPTIMISATION OF APRICOT BREEDING BY A JOINT CONVENTIONAL AND MOLECULAR APPROACH APPLIED TO THE MAIN AGRONOMIC TRAITS-ABRIGEN PROJECT,"P Lambert, A Blanc, F Gilles, V Signoret, JC Richard, G Albagnac, ...",,2001.0
Patrick Lambert,Journées anguilles du Grisam,"P Lambert, E Feunteun, A Crivelli",,2001.0
Patrick Lambert,Recherches sur l'abricot,"JM Audergon, JM Legave, P Lambert, L Hagen",,2001.0
Patrick Lambert,GENETIC RELATIONSHIPS BETWEEN APRICOT (Prunus armeniaca L.) AND RELATED SPECIES USING AFLP MARKERS,"P Lambert, JM Audergon, B Khadari, LS Hagen",,2000.0
Patrick Lambert,Un software utilisant les techniques floues pour l'évaluation de la qualité du saucisson sec,"G Mauris, N Perrot, P Lambert, JR Philippe",,2000.0
Patrick Lambert,Estimation of the glass eel mortality after drawing in the cooling system of the nuclear power plant of Blayais in the Gironde estuary,"C Roqueplo, P Lambert, P Gonthier, N Mayer",,2000.0
Patrick Lambert,Environment of diadromous fish in individual-based models,"P Lambert, E Rochard, J Masse",,2000.0
Patrick Lambert,Improving road detection on SAR images using fuzzy fusion methods,"J Chanussot, G Mauris, P Lambert",,1999.0
Patrick Lambert,Search for eel population management tools based on RHP (electric fishing survey) data,"P Lambert, C Rigaud",,1999.0
Patrick Lambert,Morphological and physiological variability of Gironde glass eels,"P Lambert, S Dufour, E Rochard, M Sbaihi, P Elie, J Marchelidon",,1999.0
Patrick Lambert,"Maintenance, evaluation and use of a wild Helianthus collection at INRA Montpellier","H Serieys, A Gil, S MEYNIE, Y Griveau, M Tersac, F Kaan, P Lambert, ...",,1999.0
Patrick Lambert,SPECIAL ISSUE PAPERS-Information Extraction Based on Multisource Data-Fuzzy Fusion Techniques for Linear Features Detection in Multitemporal SAR Images,"J Chanussot, G Mauris, P Lambert",,1999.0
Patrick Lambert,Adaptive directional order filters and mathematical morphology for road network extraction on SAR images,"J Chanussot, I Issa, P Lambert",,1998.0
Patrick Lambert,Compte-rendu des journées anguilles de Paimpont,"P Lambert, E Feunteun",,1998.0
Patrick Lambert,Report of eel seminar in Paimpont,"P Lambert, E Feunteun",,1998.0
Patrick Lambert,Towards a sunflower and a H. argophyllus molecular genetic maps in a pseudo interspecific F2 progenies,"P Lambert, S Lacombe, H Serieys, M Tersac, Y Griveau, F Kaan, ...",,1998.0
Patrick Lambert,Structuration of the genetic diversity in sunflower cultivars using RFLPs,"S Lacombe, F Cellier, P Lambert, M Tersac, Y Griveau, F Casse, ...",,1998.0
Patrick Lambert,Species relationships based on genome organization in Helianthus,"K Sossey-Alaoui, M Tersac, P Lambert, Y Griveau, F Kaan, H Serieys, ...",,1998.0
Patrick Lambert,Monitoring fish in 1997 and fishery in 1996-1997 in the Gironde Basin[Estuary] close to the nuclear power plant.,"G Castelnaud, P Lambert, E Rochard",,1998.0
Patrick Lambert,"Report card of the population, assessment of the abundance of the year classes.","E Rochard, M Lepage, C Gazeau, P Lambert",,1997.0
Patrick Lambert,Analysis of eel capture by electric fishing and mapping of eel length structure in France,P Lambert,,1997.0
Patrick Lambert,Data analysis issued from the survey of moving fauna near Braud et Saint Louis plant,"P Lambert, O Pronier, E Rochard, D Martin Vandembulcke",,1997.0
Patrick Lambert,Specifying the introgressed regions from Helianthus argophyllus in cultivated sunflower (Helianthus annuus L.) to mark Phomopsis resistance genes,"G Besnard, Y Griveau, MC Quillet, H Serieys, P Lambert, D Vares, ...",,1997.0
Patrick Lambert,Study of estuarine eel migration by using an individual based model,"P Lambert, E Rochard, P Elie",,1996.0
Patrick Lambert,PRESENTATION D’UN SIMULATEUR INDIVIDUS-CENTRE DE MIGRATION ESTUARIENNE DE CIVELLES,"P Lambert, E Rochard, P Elie",,1996.0
Patrick Lambert,"Estuarine migration of elvers [in the Gironde estuary, France]","P Lambert, E Rochard, P Elie",,1996.0
Patrick Lambert,Modélisation de la dynamique de population de la grande alose (Alosa alosa) dans le bassin versant Gironde-Garonne-Dordogne,"D Martin, P Lambert, E Rochard, P Elie",,1995.0
Patrick Lambert,"Etude de la migration estuarienne des civelles d'anguilles (Anguilla anguilla L., 1758) par une simulation centrée sur les individus","P Lambert, E Rochard, P Elie",,1995.0
Patrick Lambert,L'avenir de la psychiatrie: rencontre avec Pierre Lambert,"P LAMBERT, J DUFOUR, C VASSEUR",,1995.0
Patrick Lambert,The modelization of Alosa alosa population dynamic in the Gironde-Garonne-Dordogne watershed,"D Martin, P Lambert, E Rochard, P Elie",,1995.0
Patrick Lambert,Allopolyploid and autopolyploid origins in Helianthus and related genera (Asteraceae) recognized bu conserved fragments: a method to disclose ancient genome,"K Sossey-Alaoui, E Schilling, H Serieys, M Tersac, P Lambert, A Bervillé",,1995.0
Patrick Lambert,Complete Sequence (20 Kilobases) of the Polyprotein-Encoding,"JF ELEOUET, D RASSCHAERT, P LAMBERT",,1995.0
Patrick Lambert,Reflexions d'un groupe de travail compose de,"O Bouvet, E Hantouche, P Lambert, P Moron, P Péron-Magnan, ...",,1994.0
Patrick Lambert,Applying the age estimation method to study the population of sturgeon (Acipenser sturio) in the Gironde estuary,"M Lepage, P Lambert, E Rochard",,1994.0
Patrick Lambert,Synthesis of modelisation concepts of migration phenomena of eel civelles (Anguilla anguilla) in estuary,P Lambert,,1994.0
Patrick Lambert,Genomic organization in Helianthus genus and sunflower,"K Alaoui-Sossey, P Lambert, H Serieys, M Tersac, A Bervillé, L Gentzbittel, ...",,1994.0
Patrick Lambert,"Synthesis of modelisation concepts of migration phenomena of eel civelles (Anguilla anguilla, L., 1758) in estuary.",P Lambert,,1994.0
Patrick Lambert,Etude de l'esturgeon Acipenser sturio dans le milieu naturel: application de la méthode d'estimation de l'age à l'analyse démographique de la population d'esturgeon Acipenser …,"M Lepage, P Lambert, E Rochard",,1993.0
Patrick Lambert,Development of an eel inventory technique by electric fishing: use of CSP and Cemagref's data,P Lambert,,1993.0
Patrick Lambert,Study of the sturgeon Acipenser sturio in the natural environment: application of the method of age estimation to the demographic analysis of the population of sturgeon …,"M Lepage, P Lambert, E Rochard",,1993.0
Patrick Lambert,"Flooding, soil occupancy and protection needs","G Oberlin, P Lambert",,1991.0
Patrick Lambert,Segmentation d'image couleur par coopération teinte-intensite,"P LAMBERT, H ROTIVAL, T CARRON, P BOLON",,1991.0
Patrick Lambert,Cavitation Erosion and Deformation Mechanisms of Nickel and Cobalt Austenitic Stainless Steels,"R Simoneau, P Lambert, M Simoneau, JI Dickson, G L'Esperance",,1987.0
Patrick Lambert,Propagation de signaux codes en phase: Application à la connaissance du milieu acoustique sous-marin,P LAMBERT,,1983.0
Patrick Lambert,Digital modular technology: Application to matched filtering,"J Lienard, J Jourdain, P Lambert",,1982.0
Patrick Lambert,Alteration de la phase dans une transmission en acoustique sous-marine,"JY JOURDAIN, P LAMBERT, G REVOL",,1981.0
Patrick Lambert,ERYTHROBLASTOPENIA AND THYMUS TUMOR. SURPRISING CORRECTION OF THE ANEMIA BY CORTICOTHERAPY,"M RADERMECKER, A OGER, L PH, Y MESSENS",,1964.0
Patrick Lambert,GENETIC RELATIONSHIPS BETWEEN APRICOT (Prunus armeniaca L.) AND RELATED SPECIES USING AFLP MARKERS ETUDE DES RELATIONS GENETIQUES ENTRE L'ABRICOTIER (Prunus armeniaca L.) ET …,"P Lambert, JM Audergon, B Khadari",,1963.0
Patrick Lambert,"Dissertation sur les bains d'eau douce, et leur emploi dans la pratique.(Cand. P. Lambert.).",P Lambert,,1806.0
Patrick Lambert,"Dissertation sur les bains d'eau douce, et leur emploi dans la pratique",P.. Lambert,,1806.0
Patrick Lambert,55 Life Histories of Anadromous Fishes,"ML Acolas, P Lambert",,
Patrick Lambert,Ecologie Comportementale et Biologie des Populations de Poissons,"L Beaulaton, A Acou, A Bardonnet, E Prévost, P Lambert",,
Patrick Lambert,LAMII zyxwvutsrqponmlkjihg,"J Chanussot, P Lambert",,
Patrick Lambert,Surprising Sun,"S Turck-Chize, S Couvidat, L Piau, J Ferguson, P Lambert, J Ballot, ...",,
Patrick Lambert,Assessing and enhancing ecosystem services provided by diadromous fishes in a climate change context,"A Murillas, A Muench, N Sainsbury, M Soliño, M Ashley, PR de Almeida, ...",,
Patrick Lambert,Knowledge and scales in eel management context. The case of the France and the Basin of Gironde-Garonne-Dordogne,"MJ Menozzi, C Barthélémy, P Lambert",,
Patrick Lambert,Etude de faisabilité d'expérimentations de systèmes de suivi d'UTI et d'échanges informatisés d'informations entre les acteurs de chaînes de transport multimodales,P Lambert,,
Patrick Lambert,Hilbert Based Video To Timed-Image Filling and Learning To Recognize Visual Violence,"A Abdourrahmane Mahamane, A BENOIT, P LAMBERT",,
Patrick Lambert,Van-Toi NGUYEN,P LAMBERT,,
Patrick Lambert,Analyse des données de captures d'anguilles par pêche électrique et cartographie des structures en tailles à l'échelle de la France: rapport final,P Lambert,,
Patrick Lambert,Project descriptors,"G Castelnaud, P Lambert, L Beaulaton, M Åström, H Wickström",,
Patrick Lambert,Post doctoral opportunity,"C Bordeaux, P Lambert",,
Patrick Lambert,"GlobAng, a model of eel population dynamics within a hydrographical network",P Lambert,,
Patrick Lambert,KSE 2016 program committee,"MH Abel, MB Aimar, A Alaei, N Aljohani, A Alzahrani, T Andrew, ...",,
Patrick Lambert,Dezvoltarea unui Algoritm de DetecŃie Automată a Scenelor de Actiune din filme,P LAMBERT,,
Patrick Lambert,"Committees vii Preface x Invited keynote talk and panel 1 Similarity Search in High Dimensional Spaces: Application to Multime-dia, Vincent Oria, New Jersey Institute of …","I Laptev, D Barthelemy, M Datcu, MR Generation, B Merialdo, D Charlet, ...",,
Patrick Lambert,Analyse Texte et Image pour la caractérisation de l’activité dans les Films d’Animation,"GPFDD Beauchêne, P Lambert",,
Patrick Lambert,La couleur dans les séquences d’images,"P Lambert, B Ionescu, D Coquin",,
Patrick Lambert,"3D video shot boundary detection based on clustering of depth-temporal features............... 1 Lino Ferreira, Pedro Assunção, Luis A. da Silva Cruz A Filtering Tool to …","I Mironică, B Ionescu, P Knees, P Lambert, C Penet, CH Demarty, ...",,
Patrick Lambert,"Esen, Ersin, 131","E Acar, S Albayrak, AM Alimi, M Allard, AB Ammar, L Amsaleg, ...",,
Patrick Lambert,A contour-color-action approach to automatic retrieval of several common video genres,"BE Ionescu, C Rasche, C Vertan, P Lambert",,
Patrick Lambert,CARACTERISATION DU MOUVEMENT DANS LES FILMS D’ANIMATION,"B IONESCU, P LAMBERT, D COQUIN, V BUZULOIU",,
Christophe LIN-KWONG-CHON,A review of adaptive neural control applied to proton exchange membrane fuel cell systems,"C Lin-Kwong-Chon, B Grondin-Perez, JJA Kadjo, C Damour, M Benne",25.0,2019.0
Christophe LIN-KWONG-CHON,Adaptive neural control of PEMFC system based on data-driven and reinforcement learning approaches,"C Lin-Kwong-Chon, C Damour, M Benne, JJA Kadjo, B Grondin-Pérez",15.0,2022.0
Christophe LIN-KWONG-CHON,Oxygen Bubble Dynamics in PEM Water Electrolyzers with a Deep-Learning-Based Approach,"I Sinapan, C Lin-Kwong-Chon, C Damour, JJA Kadjo, M Benne",6.0,2023.0
Christophe LIN-KWONG-CHON,Using Deep Learning for Glacier Thickness Estimation at a Regional Scale,"LL Uroz, Y Yan, A Benoit, A Rabatel, S Giffard-Roisin, C Lin-Kwong-Chon",4.0,2024.0
Christophe LIN-KWONG-CHON,Revealing anodic multi-class bubble dynamics in PEMWE systems using deep learning and post-processing detection,"I Sinapan, C Lin-Kwong-Chon, C Damour, JJA Kadjo, M Benne",2.0,2024.0
Christophe LIN-KWONG-CHON,Explaining the decisions and the functioning of a convolutional spatiotemporal land cover classifier with channel attention and redescription mining,"E Pelous, N Méger, A Benoit, A Atto, D Ienco, H Courteille, ...",1.0,2024.0
Christophe LIN-KWONG-CHON,Empirical Mode Decomposition Applied to Proton Exchange Membrane Electrolyzer for Non-Intrusive Diagnosis,"F Aubras, C Damour, M Benne, M Bessafi, C Lin-Kwong-Chon, ...",1.0,2020.0
Christophe LIN-KWONG-CHON,Approches neuronales adaptatives pour le contrôle tolérant aux défauts de systèmes pile à combustible,C Lin-Kwong-Chon,1.0,2020.0
Christophe LIN-KWONG-CHON,"OPTICAL MONITORING OF AVALANCHE REALEASE ZONES IN BESSANS, HAUTE MAURIENNE VALLEY, FRANCE, WITH A REMOTE AND ENERGY SELF-SUFFICIENT CAMERA SYSTEM","I Barkat, C Lin-Kwong-Chon, A Duclos, M Carrel, S Staehly, G Bourgeois, ...",,2024.0
Christophe LIN-KWONG-CHON,Supervised Classification For Analysis Of Cryospheric Zones Using SAR Statistical Timeseries,"C Lin-Kwong-Chon, M Gallet, S Kaushik, E Trouvé",,2024.0
Christophe LIN-KWONG-CHON,Multi-level deep-based classification of land use and land cover: a case study on Réunion Island,"C Lin-Kwong-Chon, P Todoroff, L Le Mezo, M Benne, AJJ Kadjo",,2024.0
Christophe LIN-KWONG-CHON,Deep learning multimodal methods for geophysical inversion: application to glacier ice thickness estimation,"L Lopez Uroz, A Benoit, Y Yan, C Lin-Kwong-Chon, S Giffard-Roisin, ...",,2023.0
Christophe LIN-KWONG-CHON,A Path Towards Fair and Equitable AI Advancing Bias Mitigation in Federated Learning,"F Lynda, A Benoit, F Loukil, M Bettinelli, C Lin-Kwong-Chon",,2023.0
Christophe LIN-KWONG-CHON,Méthode de diagnostic non intrusive appliquée aux électrolyseurs à membrane échangeuse de protons,"F Aubras, C Damour, M Benne, C Lin-Kwong-Chon, J Deseure, AJJ Kadjo",,2021.0
Christophe LIN-KWONG-CHON,Exploration des régimes bulleux au sein d’un système électrolyseur à membrane échangeuse de protons,"F Aubras, C Damour, M Benne, C Lin-Kwong-Chon, AJJ Kadjo, ...",,2021.0
Christophe LIN-KWONG-CHON,Digital Processing of the Different Operating Modes of a PEM Electrolyser Viafast Camera,"J Rohe, C Lin Kwong Chon, S Boulevard, C Damour, B Grondin-Perez, ...",,2020.0
Faiza Loukil,"Blockchain smart contracts: Applications, challenges, and future trends","SN Khan, F Loukil, C Ghedira-Guegan, E Benkhelifa, A Bani-Hani",770.0,2021.0
Faiza Loukil,Blockchain adoption in education: A systematic literature review,"F Loukil, M Abed, K Boukadi",110.0,2021.0
Faiza Loukil,Privacy and security in federated learning: A survey,"R Gosselin, L Vieu, F Loukil, A Benoit",84.0,2022.0
Faiza Loukil,Privacy-preserving IoT data aggregation based on blockchain and homomorphic encryption,"F Loukil, C Ghedira-Guegan, K Boukadi, AN Benharkat",57.0,2021.0
Faiza Loukil,Ciosy: A collaborative blockchain-based insurance system,"F Loukil, K Boukadi, R Hussain, M Abed",42.0,2021.0
Faiza Loukil,Data privacy based on IoT device behavior control using blockchain,"F Loukil, C Ghedira-Guegan, K Boukadi, AN Benharkat, E Benkhelifa",40.0,2021.0
Faiza Loukil,Privacy-aware in the IoT applications: a systematic literature review,"F Loukil, C Ghedira-Guegan, AN Benharkat, K Boukadi, Z Maamar",37.0,2017.0
Faiza Loukil,LIoPY: A legal compliant ontology to preserve privacy for the Internet of Things,"F Loukil, C Ghedira-Guegan, K Boukadi, AN Benharkat",35.0,2018.0
Faiza Loukil,Decentralized collaborative business process execution using blockchain,"F Loukil, K Boukadi, M Abed, C Ghedira-Guegan",28.0,2021.0
Faiza Loukil,Towards an end-to-end IoT data privacy-preserving framework using blockchain technology,"F Loukil, C Ghedira-Guegan, K Boukadi, AN Benharkat",28.0,2018.0
Faiza Loukil,"Blockchain smart contracts: applications, challenges, and future trends. Peer-to-Peer Netw. Appl. 14, 2901–2925 (2021)","SN Khan, F Loukil, C Ghedira-Guegan, E Benkhelifa, A Bani-Hani",17.0,
Faiza Loukil,A blockchain-based framework for circular end-of-life vehicle processing,"R Grati, F Loukil, K Boukadi, M Abed",13.0,2024.0
Faiza Loukil,"Blockchain smart contracts: applications, challenges, and future trends. Peer-to-Peer Netw. Appl. 14 (5), 2901–2925 (2021)","SN Khan, F Loukil, C Ghedira-Guegan, E Benkhelifa, A Bani-Hani",11.0,
Faiza Loukil,Semantic IoT gateway: Towards automated generation of privacy-preserving smart contracts in the Internet of Things,"F Loukil, C Ghedira-Guegan, K Boukadi, AN Benharkat",9.0,2018.0
Faiza Loukil,BELONG: Blockchain basEd pLatform fOr donation & social project fuNdinG,"E Feki, K Boukadi, F Loukil, M Abed",6.0,2022.0
Faiza Loukil,Early detection of diabetes mellitus using differentially private SGD in federated learning,"B Dolo, F Loukil, K Boukadi",6.0,2022.0
Faiza Loukil,PATRIoT: A data sharing platform for IoT using a service-oriented approach based on Blockchain,"F Loukil, C Ghedira-Guegan, AN Benharkat",6.0,2020.0
Faiza Loukil,Machine learning for text anomaly detection: A systematic review,"K Boutalbi, F Loukil, H Verjus, D Telisson, K Salamatian",4.0,2023.0
Faiza Loukil,Antipattren-based cloud ontology evaluation,"F Loukil, M Rekik, K Boukadi",3.0,2016.0
Faiza Loukil,Towards a new data privacy-based approach for IoT,F Loukil,2.0,2019.0
Faiza Loukil,A Clustering Approach Combining Lines and Text Detection for Table Extraction,"K Boutalbi, V Sylejmani, P Dardouillet, O Le Van, K Salamatian, H Verjus, ...",1.0,2023.0
Faiza Loukil,LLM-centric pipeline for information extraction from invoices,"F Loukil, S Cadereau, H Verjus, M Galfré, K Salamatian, D Telisson, ...",,2024.0
Faiza Loukil,Strategic Integration of Context for Fine-Tuning Topic Model Performance,"P Dardouillet, K Salamatian, H Verjus, F Loukil, D Telisson",,2024.0
Faiza Loukil,Data Distribution Impact on Preserving Privacy in Centralized and Decentralized Learning,"B Dolo, F Loukil, K Boukadi",,2023.0
Faiza Loukil,A Path Towards Fair and Equitable AI Advancing Bias Mitigation in Federated Learning,"F Lynda, A Benoit, F Loukil, M Bettinelli, C Lin-Kwong-Chon",,2023.0
Faiza Loukil,Bias mitigation for collaborative and ethical learning on dynamic data,"L Ferraguig, A Benoit, F Loukil, M Bettinelli",,2023.0
Faiza Loukil,Privacy-Aware in the IoT Applications: A Systematic,"F Loukil, C Ghedira, B Aïcha-Nabila, K Boukadi, Z Maamar",,
Emmanuel Trouvé,Intensity-driven adaptive-neighborhood technique for polarimetric and interferometric SAR parameters estimation,"G Vasile, E Trouvé, JS Lee, V Buzuloiu",403.0,2006.0
Emmanuel Trouvé,Twenty-first century glacier slowdown driven by mass loss in High Mountain Asia,"A Dehecq, N Gourmelen, AS Gardner, F Brun, D Goldberg, PW Nienow, ...",389.0,2019.0
Emmanuel Trouvé,Deriving large-scale glacier velocities from a complete satellite archive: Application to the Pamir–Karakoram–Himalaya,"A Dehecq, N Gourmelen, E Trouve",198.0,2015.0
Emmanuel Trouvé,Improving phase unwrapping techniques by the use of local frequency estimates,"E Trouve, JM Nicolas, H Maitre",170.0,1998.0
Emmanuel Trouvé,Application of log-cumulants to the detection of spatiotemporal discontinuities in multitemporal SAR images,"F Bujor, E Trouvé, L Valet, JM Nicolas, JP Rudant",148.0,2004.0
Emmanuel Trouvé,Mexico City subsidence measured by InSAR time series: Joint analysis using PS and SBAS approaches,"Y Yan, MP Doin, P Lopez-Quiroz, F Tupin, B Fruneau, V Pinel, E Trouvé",144.0,2012.0
Emmanuel Trouvé,Unsupervised spatiotemporal mining of satellite image time series using grouped frequent sequential patterns,"A Julea, N Méger, P Bolon, C Rigotti, MP Doin, C Lasserre, E Trouvé, ...",113.0,2010.0
Emmanuel Trouvé,Elevation changes inferred from TanDEM-X data over the Mont-Blanc area: Impact of the X-band interferometric bias,"A Dehecq, R Millan, E Berthier, N Gourmelen, E Trouvé, V Vionnet",107.0,2016.0
Emmanuel Trouvé,Monitoring temperate glacier displacement by multi-temporal TerraSAR-X images and continuous GPS measurements,"R Fallourd, O Harant, E Trouvé, JM Nicolas, M Gay, A Walpersdorf, ...",100.0,2011.0
Emmanuel Trouvé,Fringe detection in noisy complex interferograms,"E Trouvé, M Caramma, H Maître",98.0,1996.0
Emmanuel Trouvé,Combining airborne photographs and spaceborne SAR data to monitor temperate glaciers: Potentials and limits,"E Trouvé, G Vasile, M Gay, L Bombrun, P Grussenmeyer, T Landes, ...",90.0,2007.0
Emmanuel Trouvé,Rétention de différentes espèces microbiennes lors de l'épuration du lait par microfiltration en flux tangentiel,"E Trouvé, JL Maubois, M Piot, MN Madec, J Fauquant, A Rouault, ...",87.0,1991.0
Emmanuel Trouvé,Adaptive-neighborhood speckle removal in multitemporal synthetic aperture radar images,"M Ciuc, P Bolon, E Trouvé, V Buzuloiu, JP Rudant",66.0,2001.0
Emmanuel Trouvé,Adaptive multitemporal SAR image filtering based on the change detection matrix,"TT Lê, AM Atto, E Trouvé, JM Nicolas",59.0,2014.0
Emmanuel Trouvé,Statistical and operational performance assessment of multitemporal SAR image filtering,"E Trouvé, Y Chambenoit, N Classeau, P Bolon",55.0,2003.0
Emmanuel Trouvé,Multidate divergence matrices for the analysis of SAR image time series,"AM Atto, E Trouvé, Y Berthoumieu, G Mercier",54.0,2012.0
Emmanuel Trouvé,Change detection matrix for multitemporal filtering and change analysis of SAR and PolSAR image time series,"TT Lê, AM Atto, E Trouvé, A Solikhin, V Pinel",50.0,2015.0
Emmanuel Trouvé,High-resolution SAR interferometry: Estimation of local frequencies in the context of Alpine glaciers,"G Vasile, E Trouvé, I Petillot, P Bolon, JM Nicolas, M Gay, J Chanussot, ...",48.0,2008.0
Emmanuel Trouvé,General adaptive-neighborhood technique for improving synthetic aperture radar interferometric coherence estimation,"G Vasile, E Trouvé, M Ciuc, V Buzuloiu",46.0,2004.0
Emmanuel Trouvé,Application of the curvelet transform for clutter and noise removal in GPR data,"G Terrasse, JM Nicolas, E Trouvé, E Drouet",38.0,2017.0
Emmanuel Trouvé,Coseismic displacement field and slip distribution of the 2005 Kashmir earthquake from SAR amplitude image correlation and differential interferometry,"Y Yan, V Pinel, E Trouvé, E Pathier, J Perrin, P Bascou, F Jouanne",36.0,2013.0
Emmanuel Trouvé,Automatic localization of gas pipes from GPR imagery,"G Terrasse, JM Nicolas, E Trouvé, É Drouet",35.0,2016.0
Emmanuel Trouvé,Multi-method monitoring of Glacier d’Argentière dynamics,"L Benoit, A Dehecq, HT Pham, F Vernier, E Trouvé, L Moreau, O Martin, ...",34.0,2015.0
Emmanuel Trouvé,Normalized coherency matrix estimation under the SIRV model. Alpine glacier POLSAR data analysis,"G Vasile, JP Ovarlez, F Pascal, C Tison, L Bombrun, M Gay, E Trouvé",34.0,2008.0
Emmanuel Trouvé,Radar-coding and geocoding lookup tables for the fusion of GIS and SAR data in mountain areas,"I Pétillot, E Trouvé, P Bolon, A Julea, Y Yan, M Gay, JM Vanpé",31.0,2009.0
Emmanuel Trouvé,Integration of corner reflectors for the monitoring of mountain glacier areas with Sentinel-1 time series,"M Jauvin, Y Yan, E Trouvé, B Fruneau, M Gay, B Girard",30.0,2019.0
Emmanuel Trouvé,Intensity-driven-adaptive-neighborhood technique for POLSAR parameters estimation,"G Vasile, E Trouvé, M Ciuc, P Bolon, V Buzuloiu",28.0,2005.0
Emmanuel Trouvé,Time-space filtering of multitemporal SAR images,"D Coltuc, E Trouvé, F Bujor, N Classeau, JP Rudant",28.0,2000.0
Emmanuel Trouvé,Imagerie interférentielle en radar à ouverture synthétique,E Trouvé,28.0,1996.0
Emmanuel Trouvé,Efficient Spatio-temporal Mining of Satellite Image Time Series for Agricultural Monitoring.,"A Julea, N Méger, C Rigotti, E Trouvé, R Jolivet, P Bolon",25.0,2012.0
Emmanuel Trouvé,Monitoring temperate glacier with high resolution automated digital cameras-application to the Argentiere glacier,"R Fallourd, F Vernier, JM Friedt, G Martin, E Trouvé, L Moreau, JM Nicolas",25.0,2010.0
Emmanuel Trouvé,On extracting evolutions from satellite image time series,"A Julea, N Méger, E Trouvé, P Bolon",24.0,2008.0
Emmanuel Trouvé,Monitoring temperate glaciers by high resolution Pol-InSAR data: First analysis of Argentière E-SAR acquisitions and in-situ measurements,"T Landes, M Gay, E Trouvé, JM Nicolas, L Bombrun, G Vasile, I Hajnsek",24.0,2007.0
Emmanuel Trouvé,Simulation of SAR images and radar coding of georeferenced information for temperate glacier monitoring,"A Julea, G Vasile, I Petillot, E Trouvé, JM Nicolas, M Gay, P Bolon",24.0,2006.0
Emmanuel Trouvé,Observation of the Argentiere glacier flow variability from 2009 to 2011 by TerraSAR-X and GPS displacement measurements,"F Ponton, E Trouvé, M Gay, A Walpersdorf, R Fallourd, JM Nicolas, ...",23.0,2014.0
Emmanuel Trouvé,Change detection in remote sensing observations,"G Mercier, S Derrode, E Trouvé, L Bombrun",23.0,2010.0
Emmanuel Trouvé,Wavelet operators and multiplicative observation models—Application to sar image time-series analysis,"AM Atto, E Trouvé, JM Nicolas, TT Lê",22.0,2016.0
Emmanuel Trouvé,Fast correlation technique for glacier flow monitoring by digital camera and space-borne SAR images,"F Vernier, R Fallourd, JM Friedt, Y Yan, E Trouvé, JM Nicolas, L Moreau",22.0,2011.0
Emmanuel Trouvé,Sequential patterns extraction in multitemporal satellite images,"A Julea, N Méger, E Trouvé",22.0,2006.0
Emmanuel Trouvé,Application of the curvelet transform for pipe detection in GPR images,"G Terrasse, JM Nicolas, E Trouvé, É Drouet",20.0,2015.0
Emmanuel Trouvé,Fusion of D-InSAR and sub-pixel image correlation measurements for coseismic displacement field estimation: Application to the Kashmir earthquake (2005),"Y Yan, E Trouvé, V Pinel, G Mauris, E Pathier, S Galichet",19.0,2012.0
Emmanuel Trouvé,Detection of linear features in synthetic-aperture radar images by use of the localized Radon transform and prior information,"VP Onana, E Trouvé, G Mauris, JP Rudant, E Tonyé",19.0,2004.0
Emmanuel Trouvé,Application of log-cumulants to change detection on multi-temporal SAR images,"FT Bujor, JM Nicolas, E Trouvé, JP Rudant",19.0,2003.0
Emmanuel Trouvé,Time-lapse optical flow regularization for geophysical complex phenomena monitoring,"H Hadhri, F Vernier, AM Atto, E Trouvé",18.0,2019.0
Emmanuel Trouvé,Fuzzy uncertainty representations of coseismic displacement measurements issued from SAR imagery,"Y Yan, G Mauris, E Trouvé, V Pinel",18.0,2011.0
Emmanuel Trouvé,A data-adaptive EOF-based method for displacement signal retrieval from InSAR displacement measurement time series for decorrelating targets,"R Prébet, Y Yan, M Jauvin, E Trouvé",17.0,2019.0
Emmanuel Trouvé,Elevation changes and X-band ice and snow penetration inferred from TanDEM-X data of the Mont-Blanc area,"R Millan, A Dehecq, E Trouvé, N Gourmelen, E Berthier",17.0,2015.0
Emmanuel Trouvé,Sparse decomposition of the GPR useful signal from hyperbola dictionary,"G Terrasse, JM Nicolas, E Trouvé, É Drouet",16.0,2016.0
